,country_code,year,GDP-USD
880,GRL,1994,1005887539.32049
881,GTM,1994,12983233310.7467
882,GUM,1994,
883,HKG,1994,135811771026.33
884,HND,1994,4642280682.14252
885,HTI,1994,2167569095.07336
886,HUN,1994,43166678735.2183
887,IDN,1994,176892143931.505
888,IND,1994,327275583530.004
889,IRL,1994,57097656065.96
890,IRN,1994,71841461172.2365
891,ISL,1994,6389460342.78656
892,ISR,1994,
893,ITA,1994,1099216688280.5
894,JAM,1994,5452558947.03045
895,JOR,1994,6236295978.24531
896,JPN,1994,4998797547740.97
897,KAZ,1994,21250792886.1054
898,KEN,1994,7148148564.04239
899,KGZ,1994,1681006993.00699
900,KHM,1994,2791435272.26653
901,KIR,1994,54834542.2522082
902,KOR,1994,463619823515.164
903,KWT,1994,24848483838.3838
904,LAO,1994,1543606345.11684
905,LBN,1994,9599127050.17558
906,LKA,1994,11717604208.8223
907,LSO,1994,878250945.280469
908,LUX,1994,17701798890.7644
909,MAC,1994,6311207779.92441
910,MAR,1994,35604137422.5796
911,MDA,1994,
912,MDV,1994,356014932.136461
913,MEX,1994,553618247900.74
914,MLT,1994,2998570146.54095
915,MMR,1994,4432257187.49862
916,MNG,1994,925817092.217484
917,MUS,1994,3558143578.02377
918,MWI,1994,1719864761.30628
919,MYS,1994,74478356957.7808
920,NAM,1994,3666503529.62911
921,NER,1994,1938058175.21399
922,NLD,1994,379130260322.073
923,NOR,1994,127131319428.701
924,NPL,1994,4066775510.20408
925,NRU,1994,
926,NZL,1994,55314732279.1379
927,OMN,1994,12918855656.697
928,PAK,1994,52293470813.1336
929,PAN,1994,9365289800.0
930,PER,1994,44882079766.8913
931,PHL,1994,73159336915.2718
932,POL,1994,110803635287.621
933,PRK,1994,
934,PRT,1994,99688641304.3478
935,PYF,1994,3676123788.0323
936,QAT,1994,7374450769.23077
937,ROU,1994,30072805104.2542
938,RUS,1994,395077301248.464
939,SAU,1994,135174876355.656
940,SEN,1994,5034588195.55806
941,SGP,1994,73688724431.1412
942,SLE,1994,911915970.683484
943,SRB,1994,
944,SSD,1994,
945,SVK,1994,20162936291.375
946,SVN,1994,
947,SWE,1994,229033566614.826
948,SWZ,1994,1419294254.4183
949,SYC,1994,517570058.151034
950,SYR,1994,45086948775.0557
951,TCA,1994,
952,THA,1994,146683778959.101
953,TJK,1994,1522018435.70705
954,TLS,1994,
955,TTO,1994,4947205860.01451
956,TUN,1994,15633174304.0905
957,TUR,1994,130650447499.071
958,TZA,1994,4510847189.15431
959,UKR,1994,52549580264.8064
960,URY,1994,17474588895.8918
961,USA,1994,7287236000000.0
962,UZB,1994,12899156990.6156
963,VEN,1994,58418666666.6667
964,VNM,1994,16286433533.3228
965,ZAF,1994,153512712381.836
966,ABW,1995,1320670391.06145
967,ALB,1995,2392764853.42107
968,ARE,1995,65743666575.8649
969,ARG,1995,258031750000.0
970,ARM,1995,1468317435.20148
971,ATG,1995,577281481.481481
972,AUS,1995,368166023166.023
973,AUT,1995,241038283062.645
974,BEL,1995,288025588396.278
975,BFA,1995,2379517975.28056
976,BGR,1995,18991484420.36
977,BHR,1995,5849467819.14894
978,BHS,1995,3429000000.0
979,BLR,1995,13970425776.7549
980,BLZ,1995,816491620.228815
981,BMU,1995,2030750000.0
982,BOL,1995,6715161732.22658
983,BRA,1995,769333050986.905
984,BRB,1995,2216974096.35559
985,CAF,1995,1115389673.69197
986,CHE,1995,352835806342.495
987,CHL,1995,73444831587.4252
988,CHN,1995,734484834573.582
989,CIV,1995,11000146268.7173
990,COD,1995,5643416613.28208
991,COL,1995,92495970511.3951
992,CPV,1995,487148993.533109
993,CRI,1995,11578594259.8675
994,CUB,1995,30429803651.2192
995,CYM,1995,
996,CYP,1995,9933133247.08926
997,CZE,1995,60147174076.8651
998,DEU,1995,2585792275146.72
999,DJI,1995,497723960.589913
1000,DMA,1995,274522222.222222
1001,DNK,1995,185006881515.065
1002,DOM,1995,16637370839.1608
1003,ECU,1995,24432884442.2211
1004,EGY,1995,60159245060.4541
1005,ESP,1995,614609020549.773
1006,EST,1995,4502970889.06373
1007,FIN,1995,134189814814.815
1008,FJI,1995,1970301486.20561
1009,FRA,1995,1601094756209.75
1010,GAB,1995,4958845648.04778
1011,GBR,1995,1344240176739.78
1012,GEO,1995,2693768412.89179
1013,GHA,1995,6464382807.67884
1014,GIN,1995,3693710532.91191
1015,GMB,1995,785999864.840299
1016,GNB,1995,253966922.278198
1017,GRC,1995,136878365936.167
1018,GRL,1995,1208953287.06598
1019,GTM,1995,14655404433.2771
1020,GUM,1995,
1021,HKG,1995,144652295363.667
1022,HND,1995,5347445005.21376
1023,HTI,1995,2813313278.81082
1024,HUN,1995,46425677734.1435
1025,IDN,1995,202132028723.115
1026,IND,1995,360281909643.489
1027,IRL,1995,69139823232.3232
1028,IRN,1995,96419225744.9927
1029,ISL,1995,7123633418.19739
1030,ISR,1995,104892955202.072
1031,ITA,1995,1174662070605.02
1032,JAM,1995,6577520642.82297
1033,JOR,1995,6727597031.96347
1034,JPN,1995,5545563663889.7
1035,KAZ,1995,20374302652.3819
1036,KEN,1995,9046320255.40507
1037,KGZ,1995,1661018518.51852
1038,KHM,1995,3441205692.9166
1039,KIR,1995,56336650.0300586
1040,KOR,1995,566581003128.204
1041,KWT,1995,27186980646.5448
1042,LAO,1995,1763536304.53964
1043,LBN,1995,11718795528.5556
1044,LKA,1995,13029697560.9756
1045,LSO,1995,1001894000.27846
1046,LUX,1995,20853093869.7318
1047,MAC,1995,7046147736.91671
1048,MAR,1995,39030285468.3841
1049,MDA,1995,1752979926.41489
1050,MDV,1995,398988954.970263
1051,MEX,1995,380157469866.849
1052,MLT,1995,3461332684.8249
1053,MMR,1995,5289174927.11524
1054,MNG,1995,1452165005.2384
1055,MUS,1995,4040341982.72124
1056,MWI,1995,2033701497.97085
1057,MYS,1995,88705342902.7113
1058,NAM,1995,3978514206.31168
1059,NER,1995,2302537562.24406
1060,NLD,1995,452301674444.139
1061,NOR,1995,152029612324.788
1062,NPL,1995,4401104417.67068
1063,NRU,1995,
1064,NZL,1995,63918703506.9075
1065,OMN,1995,13802600780.2341
1066,PAK,1995,60636071684.1918
1067,PAN,1995,9573813700.0
1068,PER,1995,53312793687.3836
1069,PHL,1995,84644328727.4825
1070,POL,1995,142293781028.568
1071,PRK,1995,
1072,PRT,1995,118122007430.012
1073,PYF,1995,4186994249.08861
1074,QAT,1995,8137911978.02198
1075,ROU,1995,37430162102.6125
1076,RUS,1995,395537185734.854
1077,SAU,1995,143343025756.299
1078,SEN,1995,6326342633.4034
1079,SGP,1995,87812540788.4293
1080,SLE,1995,870758739.40678
1081,SRB,1995,16832598870.0565
1082,SSD,1995,
1083,SVK,1995,25840146405.2288
1084,SVN,1995,21352224019.4096
1085,SWE,1995,267305875261.099
1086,SWZ,1995,1698989463.99106
1087,SYC,1995,540733047.733048
1088,SYR,1995,50866369710.4677
1089,TCA,1995,
1090,THA,1995,169278916592.843
1091,TJK,1995,1231567145.36448
1092,TLS,1995,
1093,TTO,1995,5329214163.22001
1094,TUN,1995,18030876599.3444
1095,TUR,1995,169319579016.25
1096,TZA,1995,5255221040.79085
1097,UKR,1995,48213856468.5718
1098,URY,1995,19297663096.5506
1099,USA,1995,7639749000000.0
1100,UZB,1995,13350468917.4115
1101,VEN,1995,77389487770.0883
1102,VNM,1995,20736164458.9505
1103,ZAF,1995,171735933897.331
1104,ABW,1996,1379888268.15642
1105,ALB,1996,3199640815.4163
1106,ARE,1996,73571233996.1863
1107,ARG,1996,272149750000.0
1108,ARM,1996,1596968946.23708
1109,ATG,1996,633729629.62963
1110,AUS,1996,401341880620.728
1111,AUT,1996,237250948791.266
1112,BEL,1996,279201433224.756
1113,BFA,1996,2586550595.41013
1114,BGR,1996,12294964837.6235
1115,BHR,1996,6101861436.17021
1116,BHS,1996,3609000000.0
1117,BLR,1996,14756846153.8462
1118,BLZ,1996,848205276.869645
1119,BMU,1996,2695390000.0
1120,BOL,1996,7396949126.35685
1121,BRA,1996,850426432991.742
1122,BRB,1996,2363645403.47039
1123,CAF,1996,1007791127.09913
1124,CHE,1996,340103959546.926
1125,CHL,1996,78584098982.9097
1126,CHN,1996,863749314718.538
1127,CIV,1996,18071152821.0721
1128,COD,1996,5771456952.1908
1129,COL,1996,97153389010.9466
1130,CPV,1996,501979269.843942
1131,CRI,1996,11678424507.2457
1132,CUB,1996,25017368700.0
1133,CYM,1996,
1134,CYP,1996,10011918444.1656
1135,CZE,1996,67387788632.9812
1136,DEU,1996,2497244606186.64
1137,DJI,1996,494004647.73437
1138,DMA,1996,292285185.185185
1139,DNK,1996,187632346387.984
1140,DOM,1996,18241622547.5908
1141,ECU,1996,25226393196.5983
1142,EGY,1996,67629716981.1321
1143,ESP,1996,642588992512.807
1144,EST,1996,4786018988.16491
1145,FIN,1996,132129174216.93
1146,FJI,1996,2128696643.62574
1147,FRA,1996,1605675086549.56
1148,GAB,1996,5694040002.89863
1149,GBR,1996,1419645865834.63
1150,GEO,1996,3095047603.8083
1151,GHA,1996,6932991739.37767
1152,GIN,1996,3868968367.42785
1153,GMB,1996,848239446.21576
1154,GNB,1996,270419779.418107
1155,GRC,1996,145861612400.906
1156,GRL,1996,1197515569.08202
1157,GTM,1996,15674835615.3139
1158,GUM,1996,
1159,HKG,1996,159718183550.734
1160,HND,1996,5215028986.48649
1161,HTI,1996,2907517543.41886
1162,HUN,1996,46658755151.6017
1163,IDN,1996,227369679374.973
1164,IND,1996,392896866204.516
1165,IRL,1996,75790786290.3226
1166,IRN,1996,120403931883.348
1167,ISL,1996,7426082270.67669
1168,ISR,1996,114505860826.519
1169,ITA,1996,1312426527795.21
1170,JAM,1996,7393891920.80358
1171,JOR,1996,6927503526.09309
1172,JPN,1996,4923391533851.63
1173,KAZ,1996,21035357936.8796
1174,KEN,1996,12045865396.1323
1175,KGZ,1996,1827570586.16784
1176,KHM,1996,3506695719.57259
1177,KIR,1996,66517302.7155493
1178,KOR,1996,610167053824.007
1179,KWT,1996,31492373308.7516
1180,LAO,1996,1873671550.34636
1181,LBN,1996,13690217333.5879
1182,LKA,1996,13897738375.2488
1183,LSO,1996,946112492.844847
1184,LUX,1996,20895314657.9805
1185,MAC,1996,7176892950.39164
1186,MAR,1996,43161571527.6353
1187,MDA,1996,1695122173.91304
1188,MDV,1996,450382327.952421
1189,MEX,1996,432157945024.428
1190,MLT,1996,3585755121.48642
1191,MMR,1996,6123556701.03251
1192,MNG,1996,1345719472.35883
1193,MUS,1996,4421952040.85209
1194,MWI,1996,3319573749.6119
1195,MYS,1996,100855393910.486
1196,NAM,1996,3989163196.56767
1197,NER,1996,2405686940.0464
1198,NLD,1996,450490196078.431
1199,NOR,1996,163520109150.671
1200,NPL,1996,4521580381.47139
1201,NRU,1996,
1202,NZL,1996,70140835299.0148
1203,OMN,1996,15277763328.9987
1204,PAK,1996,63320170084.4076
1205,PAN,1996,9870494000.0
1206,PER,1996,55252414130.3019
1207,PHL,1996,94648084429.0341
1208,POL,1996,160193242090.427
1209,PRK,1996,
1210,PRT,1996,122630089680.27
1211,PYF,1996,4166072829.60099
1212,QAT,1996,9059340384.61539
1213,ROU,1996,36937074278.3004
1214,RUS,1996,391724890744.498
1215,SAU,1996,158662377388.989
1216,SEN,1996,6559712165.96508
1217,SGP,1996,96293086513.0872
1218,SLE,1996,941742152.709895
1219,SRB,1996,21818007448.7896
1220,SSD,1996,
1221,SVK,1996,27925036755.3866
1222,SVN,1996,21507232648.7252
1223,SWE,1996,291743811512.079
1224,SWZ,1996,1602741833.70552
1225,SYC,1996,535250347.089479
1226,SYR,1996,61546280623.608
1227,TCA,1996,
1228,THA,1996,183035237429.281
1229,TJK,1996,1043654822.33503
1230,TLS,1996,
1231,TTO,1996,5759537726.26601
1232,TUN,1996,19587161806.7655
1233,TUR,1996,181464408820.097
1234,TZA,1996,6496195820.23633
1235,UKR,1996,44558831005.0621
1236,URY,1996,20515458113.5857
1237,USA,1996,8073122000000.0
1238,UZB,1996,13948892215.5689
1239,VEN,1996,70543211119.099
1240,VNM,1996,24657470574.7501
1241,ZAF,1996,163234925380.563
1242,ABW,1997,1531843575.41899
1243,ALB,1997,2258513974.0968
1244,ARE,1997,78839008444.5655
1245,ARG,1997,292859000000.0
1246,ARM,1997,1639492444.76152
1247,ATG,1997,680618518.518518
1248,AUS,1997,435642611296.586
1249,AUT,1997,212790348404.555
1250,BEL,1997,252708051420.839
1251,BFA,1997,2447669101.95178
1252,BGR,1997,11316127378.9613
1253,BHR,1997,6349202393.61702
1254,BHS,1997,6332360000.0
1255,BLR,1997,14130585516.1787
1256,BLZ,1997,870861115.17749
1257,BMU,1997,2932827000.0
1258,BOL,1997,7925736821.45034
1259,BRA,1997,883206179730.462
1260,BRB,1997,2498384129.66738
1261,CAF,1997,937741513.015352
1262,CHE,1997,294788198856.198
1263,CHL,1997,85741415248.4482
1264,CHN,1997,961601980984.623
1265,CIV,1997,18047558026.8813
1266,COD,1997,6090838693.27145
1267,COL,1997,106656492293.614
1268,CPV,1997,490608657.924976
1269,CRI,1997,12614602382.2012
1270,CUB,1997,25365908100.0
1271,CYM,1997,
1272,CYP,1997,9547818700.11403
1273,CZE,1997,62180159376.1239
1274,DEU,1997,2211989623279.95
1275,DJI,1997,502675542.001227
1276,DMA,1997,302988888.888889
1277,DNK,1997,173537647058.824
1278,DOM,1997,20017450041.3075
1279,ECU,1997,28162053026.5133
1280,EGY,1997,78436578171.0914
1281,ESP,1997,590077272727.273
1282,EST,1997,5154420649.23354
1283,FIN,1997,126912152101.707
1284,FJI,1997,2090221137.02876
1285,FRA,1997,1452884917959.09
1286,GAB,1997,5326817114.53586
1287,GBR,1997,1560911918795.02
1288,GEO,1997,3510520231.21387
1289,GHA,1997,6891443192.24985
1290,GIN,1997,3783700461.64359
1291,GMB,1997,803633342.473706
1292,GNB,1997,268551010.941186
1293,GRC,1997,143157600149.757
1294,GRL,1997,1072154433.84538
1295,GTM,1997,17790026221.6139
1296,GUM,1997,
1297,HKG,1997,177353174849.714
1298,HND,1997,5737099650.19011
1299,HTI,1997,3338949151.59927
1300,HUN,1997,47296952928.7561
1301,IDN,1997,215748998609.635
1302,IND,1997,415867563592.829
1303,IRL,1997,82856648758.3572
1304,IRN,1997,113919163421.479
1305,ISL,1997,7569672925.33739
1306,ISR,1997,118859377862.817
1307,ITA,1997,1241879604365.62
1308,JAM,1997,8400041723.54861
1309,JOR,1997,7245839210.15515
1310,JPN,1997,4492448605638.94
1311,KAZ,1997,22165932062.966
1312,KEN,1997,13115764358.2846
1313,KGZ,1997,1767864035.71943
1314,KHM,1997,3443413388.65696
1315,KIR,1997,67538482.0911695
1316,KOR,1997,569755022973.035
1317,KWT,1997,30350190704.4361
1318,LAO,1997,1747011857.33107
1319,LBN,1997,15751867489.4446
1320,LKA,1997,15091913883.7091
1321,LSO,1997,998004258.715675
1322,LUX,1997,19563836265.2233
1323,MAC,1997,7267570892.70211
1324,MAR,1997,39147844526.0838
1325,MDA,1997,1930081168.83117
1326,MDV,1997,508223602.378929
1327,MEX,1997,523449530464.257
1328,MLT,1997,3722389055.72239
1329,MMR,1997,4722288502.3
1330,MNG,1997,1180934202.83801
1331,MUS,1997,4187375953.6973
1332,MWI,1997,3875785863.38323
1333,MYS,1997,100005323301.867
1334,NAM,1997,4154989950.00393
1335,NER,1997,2290318910.20658
1336,NLD,1997,416812740004.518
1337,NOR,1997,161356631888.484
1338,NPL,1997,4918691916.53516
1339,NRU,1997,
1340,NZL,1997,66075143415.4952
1341,OMN,1997,15837451235.3706
1342,PAK,1997,62433340468.0228
1343,PAN,1997,10677286100.0
1344,PER,1997,58147522522.5225
1345,PHL,1997,94106317565.0846
1346,POL,1997,159358178533.659
1347,PRK,1997,
1348,PRT,1997,117016535162.95
1349,PYF,1997,3762859093.26192
1350,QAT,1997,11297802115.3846
1351,ROU,1997,35575214078.2428
1352,RUS,1997,404928954191.876
1353,SAU,1997,165963594803.636
1354,SEN,1997,6041478725.90443
1355,SGP,1997,100123787215.299
1356,SLE,1997,850218033.622007
1357,SRB,1997,25676487999.5941
1358,SSD,1997,
1359,SVK,1997,27706028095.6157
1360,SVN,1997,20763101740.6963
1361,SWE,1997,268146144677.73
1362,SWZ,1997,1716714070.12471
1363,SYC,1997,598966982.350186
1364,SYR,1997,66420400890.8686
1365,TCA,1997,
1366,THA,1997,150180456565.728
1367,TJK,1997,921517486.668177
1368,TLS,1997,
1369,TTO,1997,5737751331.63779
1370,TUN,1997,20746210353.845
1371,TUR,1997,189878399894.643
1372,TZA,1997,7683852496.84499
1373,UKR,1997,50151531591.7317
1374,URY,1997,23969739233.8966
1375,USA,1997,8577554457000.0
1376,UZB,1997,14744603773.5849
1377,VEN,1997,85837678559.8324
1378,VNM,1997,26843700441.5482
1379,ZAF,1997,168978057327.73
1380,ABW,1998,1665363128.49162
1381,ALB,1998,2545964540.88383
1382,ARE,1998,75674336283.1858
1383,ARG,1998,298948250000.0
1384,ARM,1998,1893726437.26462
1385,ATG,1998,727859259.259259
1386,AUS,1998,399674421759.479
1387,AUT,1998,218259904401.956
1388,BEL,1998,258528339631.029
1389,BFA,1998,2804902367.14687
1390,BGR,1998,15031055046.7575
1391,BHR,1998,6183776595.74468
1392,BHS,1998,6833220000.0
1393,BLR,1998,15221352698.8944
1394,BLZ,1998,926550756.039735
1395,BMU,1998,3130748000.0
1396,BOL,1998,8497494652.12546
1397,BRA,1998,863710759256.435
1398,BRB,1998,2817083478.34734
1399,CAF,1998,967338389.650578
1400,CHE,1998,303459014346.806
1401,CHL,1998,81990010726.0184
1402,CHN,1998,1029060747620.65
1403,CIV,1998,19619654769.9792
1404,COD,1998,6217805820.77104
1405,COL,1998,98486358581.1639
1406,CPV,1998,521910560.524868
1407,CRI,1998,13684255946.5765
1408,CUB,1998,25736331200.0
1409,CYM,1998,
1410,CYP,1998,10248617647.0588
1411,CZE,1998,66807429711.411
1412,DEU,1998,2238990774702.68
1413,DJI,1998,514267869.300758
1414,DMA,1998,322411111.111111
1415,DNK,1998,176991934992.837
1416,DOM,1998,21672215546.7642
1417,ECU,1998,27981896948.4742
1418,EGY,1998,84828807556.0803
1419,ESP,1998,619214834614.099
1420,EST,1998,5674080542.88575
1421,FIN,1998,134038718291.055
1422,FJI,1998,1653146716.58235
1423,FRA,1998,1503108739159.44
1424,GAB,1998,4483417309.83011
1425,GBR,1998,1653694932096.72
1426,GEO,1998,3613497316.55319
1427,GHA,1998,7482069162.42008
1428,GIN,1998,3588375621.82568
1429,GMB,1998,840285264.631545
1430,GNB,1998,206457553.397101
1431,GRC,1998,144428172489.335
1432,GRL,1998,1149858069.75766
1433,GTM,1998,19395491992.9939
1434,GUM,1998,
1435,HKG,1998,168885443660.072
1436,HND,1998,6366340265.87888
1437,HTI,1998,3723903723.63772
1438,HUN,1998,48706787306.2574
1439,IDN,1998,95445547872.715
1440,IND,1998,421351317224.941
1441,IRL,1998,90199410115.5097
1442,IRN,1998,110276913362.445
1443,ISL,1998,8503693098.62271
1444,ISR,1998,120056692192.311
1445,ITA,1998,1270052525928.4
1446,JAM,1998,8787195622.43502
1447,JOR,1998,7912270803.94922
1448,JPN,1998,4098362709531.24
1449,KAZ,1998,22135245507.3656
1450,KEN,1998,14093998843.7334
1451,KGZ,1998,1645963749.83146
1452,KHM,1998,3120425502.66241
1453,KIR,1998,65333691.831027
1454,KOR,1998,383331833681.821
1455,KWT,1998,25943705784.2996
1456,LAO,1998,1280177838.71905
1457,LBN,1998,17247179005.5219
1458,LKA,1998,15794972847.1683
1459,LSO,1998,928460893.108965
1460,LUX,1998,20150053345.1878
1461,MAC,1998,6797792190.19681
1462,MAR,1998,46497608724.9865
1463,MDA,1998,1698717504.65549
1464,MDV,1998,540096397.621071
1465,MEX,1998,557461102630.658
1466,MLT,1998,3958227428.44513
1467,MMR,1998,6459461639.30243
1468,MNG,1998,1124440204.84738
1469,MUS,1998,4169672974.84855
1470,MWI,1998,2547609590.06984
1471,MYS,1998,72167498980.8398
1472,NAM,1998,3873109865.55683
1473,NER,1998,2643363518.99272
1474,NLD,1998,438008220395.468
1475,NOR,1998,154230295158.447
1476,NPL,1998,4856255044.39064
1477,NRU,1998,
1478,NZL,1998,56227169851.0448
1479,OMN,1998,13996914694.4083
1480,PAK,1998,62191955814.3478
1481,PAN,1998,11575486400.0
1482,PER,1998,55501467877.381
1483,PHL,1998,74492416329.9142
1484,POL,1998,174685791563.561
1485,PRK,1998,
1486,PRT,1998,123946327916.296
1487,PYF,1998,3903186592.82431
1488,QAT,1998,10255495027.4725
1489,ROU,1998,41696091973.7076
1490,RUS,1998,270955486862.442
1491,SAU,1998,146775428759.278
1492,SEN,1998,6505607909.05324
1493,SGP,1998,85728207781.7785
1494,SLE,1998,672375927.347148
1495,SRB,1998,19457979423.376
1496,SSD,1998,
1497,SVK,1998,29856000671.216
1498,SVN,1998,22146231967.6861
1499,SWE,1998,270809066780.714
1500,SWZ,1998,1576908856.34674
1501,SYC,1998,647287375.762528
1502,SYR,1998,70418173719.3764
1503,TCA,1998,
1504,THA,1998,113675596787.738
1505,TJK,1998,1320199581.52261
1506,TLS,1998,
1507,TTO,1998,6043694330.21609
1508,TUN,1998,21802893587.126
1509,TUR,1998,275941990764.18
1510,TZA,1998,12270448552.512
1511,UKR,1998,41882523345.1804
1512,URY,1998,25385886977.5228
1513,USA,1998,9062818202000.0
1514,UZB,1998,14988971210.8383
1515,VEN,1998,91336763255.0597
1516,VNM,1998,27209602050.0452
1517,ZAF,1998,152982984557.233
1518,ABW,1999,1722905027.93296
1519,ALB,1999,3212121650.97755
1520,ARE,1999,84445473110.9598
1521,ARG,1999,283523000000.0
1522,ARM,1999,1845482173.02732
1523,ATG,1999,766200000.0
1524,AUS,1999,389652212056.649
1525,AUT,1999,217259147049.954
1526,BEL,1999,258245733221.468
1527,BFA,1999,3389566712.66037
1528,BGR,1999,13627325461.1743
1529,BHR,1999,6621010372.34043
1530,BHS,1999,7683870000.0
1531,BLR,1999,12138243080.6258
1532,BLZ,1999,996906468.694785
1533,BMU,1999,3324433000.0
1534,BOL,1999,8285064434.56826
1535,BRA,1999,599642024319.531
1536,BRB,1999,2951822204.54432
1537,CAF,1999,999477510.686632
1538,CHE,1999,297873643323.126
1539,CHL,1999,75578685736.1159
1540,CHN,1999,1094010482677.39
1541,CIV,1999,18870992455.568
1542,COD,1999,4711259427.27273
1543,COL,1999,86278947636.962
1544,CPV,1999,592416703.058878
1545,CRI,1999,14254866281.1537
1546,CUB,1999,28364615200.0
1547,CYM,1999,
1548,CYP,1999,10497908306.3646
1549,CZE,1999,65173130995.2212
1550,DEU,1999,2194945278872.59
1551,DJI,1999,536080148.097299
1552,DMA,1999,331759259.259259
1553,DNK,1999,177965188354.692
1554,DOM,1999,22136579396.9218
1555,ECU,1999,19645272636.3182
1556,EGY,1999,90710704806.8416
1557,ESP,1999,634907542858.302
1558,EST,1999,5756912265.75809
1559,FIN,1999,135264083658.688
1560,FJI,1999,1936459986.03795
1561,FRA,1999,1493151737698.46
1562,GAB,1999,4662992036.2073
1563,GBR,1999,1687830448147.55
1564,GEO,1999,2800025882.71672
1565,GHA,1999,7718109982.26093
1566,GIN,1999,3461282460.79752
1567,GMB,1999,814724032.065735
1568,GNB,1999,224446663.800548
1569,GRC,1999,142588875293.749
1570,GRL,1999,1131555107.04907
1571,GTM,1999,18318412251.3642
1572,GUM,1999,
1573,HKG,1999,165768095391.557
1574,HND,1999,6414520529.61672
1575,HTI,1999,4153725966.80203
1576,HUN,1999,49073380173.7159
1577,IDN,1999,140001351215.462
1578,IND,1999,458820417337.807
1579,IRL,1999,98893958262.6438
1580,IRN,1999,113848450088.686
1581,ISL,1999,8982047589.4895
1582,ISR,1999,120922937410.923
1583,ITA,1999,1252446659833.79
1584,JAM,1999,8887057997.36228
1585,JOR,1999,8149929478.13822
1586,JPN,1999,4635982224063.88
1587,KAZ,1999,16870817181.7799
1588,KEN,1999,12896010459.3711
1589,KGZ,1999,1249061487.01457
1590,KHM,1999,3517242477.2548
1591,KIR,1999,69034484.9833866
1592,KOR,1999,497514040642.262
1593,KWT,1999,30122365849.2518
1594,LAO,1999,1454430642.44959
1595,LBN,1999,17391056369.2265
1596,LKA,1999,15656327859.5696
1597,LSO,1999,912773681.050642
1598,LUX,1999,21899317598.8414
1599,MAC,1999,6547670439.26
1600,MAR,1999,46266428648.1433
1601,MDA,1999,1170782957.37443
1602,MDV,1999,589239753.610875
1603,MEX,1999,631249359702.389
1604,MLT,1999,4155187257.85622
1605,MMR,1999,8486832800.88498
1606,MNG,1999,1057408588.68269
1607,MUS,1999,4343708953.07389
1608,MWI,1999,2584478924.06081
1609,MYS,1999,79148421052.6316
1610,NAM,1999,3868551730.39163
1611,NER,1999,2537789820.69295
1612,NLD,1999,447049523049.808
1613,NOR,1999,162383706021.13
1614,NPL,1999,5033642384.10596
1615,NRU,1999,
1616,NZL,1999,58762260625.8758
1617,OMN,1999,15593456176.8531
1618,PAK,1999,62973857068.5113
1619,PAN,1999,12130252200.0
1620,PER,1999,50187324567.883
1621,PHL,1999,85640171045.1254
1622,POL,1999,170030662134.734
1623,PRK,1999,
1624,PRT,1999,127470385557.184
1625,PYF,1999,3911602004.14205
1626,QAT,1999,12393131868.1319
1627,ROU,1999,35953156753.739
1628,RUS,1999,195907128350.934
1629,SAU,1999,161717040000.0
1630,SEN,1999,6592834932.80876
1631,SGP,1999,86286849754.8905
1632,SLE,1999,669384768.87263
1633,SRB,1999,19388663551.0012
1634,SSD,1999,
1635,SVK,1999,30463670123.5931
1636,SVN,1999,22711384311.1404
1637,SWE,1999,274072182416.731
1638,SWZ,1999,1547888495.98428
1639,SYC,1999,662838614.880674
1640,SYR,1999,72970334075.7238
1641,TCA,1999,
1642,THA,1999,126669211778.94
1643,TJK,1999,1086612582.86366
1644,TLS,1999,
1645,TTO,1999,6808982520.75759
1646,TUN,1999,22943202174.9668
1647,TUR,1999,256395932738.435
1648,TZA,1999,12708703446.6482
1649,UKR,1999,31580639553.8298
1650,URY,1999,23983945190.6202
1651,USA,1999,9631174489000.0
1652,UZB,1999,17078465982.0282
1653,VEN,1999,97972842461.5131
1654,VNM,1999,28683659006.7752
1655,ZAF,1999,151516957078.536
1656,ABW,2000,1873452513.96648
1657,ALB,2000,3480355258.04122
1658,ARE,2000,104337372362.151
1659,ARG,2000,284203750000.0
1660,ARM,2000,1911563668.85006
1661,ATG,2000,826370370.37037
1662,AUS,2000,416167815092.908
1663,AUT,2000,197289625479.906
1664,BEL,2000,236792460312.471
1665,BFA,2000,2968370087.59759
1666,BGR,2000,13245990274.4581
1667,BHR,2000,9062898936.17021
1668,BHS,2000,8076470000.0
1669,BLR,2000,12736780455.1539
1670,BLZ,2000,1134756760.62071
1671,BMU,2000,3480219000.0
1672,BOL,2000,8397855484.76908
1673,BRA,2000,655448231983.527
1674,BRB,2000,3059500000.0
1675,CAF,2000,916777282.691659
1676,CHE,2000,279216033870.204
1677,CHL,2000,78339750717.0395
1678,CHN,2000,1211331651829.85
1679,CIV,2000,16577533891.1783
1680,COD,2000,19088046305.7971
1681,COL,2000,99875074951.0278
1682,CPV,2000,539227277.626411
1683,CRI,2000,15013629658.6521
1684,CUB,2000,30565400000.0
1685,CYM,2000,
1686,CYP,2000,9985844486.33365
1687,CZE,2000,61828166496.0941
1688,DEU,2000,1947981991011.77
1689,DJI,2000,551230861.856505
1690,DMA,2000,333470370.37037
1691,DNK,2000,164158739097.623
1692,DOM,2000,24305780628.6677
1693,ECU,2000,18327764882.4412
1694,EGY,2000,99838543960.0763
1695,ESP,2000,598363313494.903
1696,EST,2000,5686579747.53524
1697,FIN,2000,126019543413.334
1698,FJI,2000,1678219507.89829
